"CITY","STABBR","ACCREDAGENCY","SCH_DEG","HCM2","PREDDEG","HIGHDEG","CONTROL","REGION","LOCALE","LATITUDE","LONGITUDE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","RELAFFIL","ADM_RATE","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG"
"Fontana","CA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,8,"21",1815,653,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redlands","CA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,8,"13",1751,616,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phoenix","AZ",NA,"3",1,2,2,3,6,"11",1429,420,"14","11","6",NA,NA,NA,NA,NA,"NU",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott Depot","WV","Middle States Commission on Higher Education","3",0,3,4,3,5,"22",3199,3848,"29","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greenville","SC",NA,"3",1,2,3,3,5,"13",2054,3939,"14","11","6",NA,NA,NA,NA,NA,"NU",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baton Rouge","LA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"12",776,5528,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homestead","FL","Council on Occupational Education","1",0,1,1,3,5,"21",173,3491,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brownsville","TX","Council on Occupational Education","1",0,1,1,3,6,"12",253,6448,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corpus Christi","TX","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,6,"11",384,6429,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cordova","TN",NA,"1",0,1,2,3,5,"11",2171,5316,"12","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rochester","MN","Higher Learning Commission","3",0,3,3,1,4,"12",6170,5697,"26","14","8","0","0","0","0","0","0","0","0","0",NA,370,86,93,78,75,65,62,139,129,110,13,13,13,13,12,13,8,6,11,13,13,9,183
"Cutler Bay","FL","Accrediting Council for Independent Colleges and Schools","1",0,1,2,3,5,"21",177,3468,"13","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toledo","OH",NA,"2",0,2,3,2,3,"11",5159,4214,"23","7","6","0","1","0","0","0","0","0","0","0",NA,1455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Lenox","IL","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"21",5084,5076,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bakersfield","CA","Council on Occupational Education","1",1,1,1,3,8,"11",2265,954,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Las Vegas","NV","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","1",0,1,2,3,8,"12",2492,489,"10","3","1","0","0","0","0","0","0","0","0","0",NA,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reno","NV","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","1",0,2,2,3,8,"12",3652,1005,"10","3","1","0","0","0","0","0","0","0","0","0",NA,1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacksonville","FL","Higher Learning Commission","3",0,3,3,3,5,"11",732,3749,"26","5","6","0","0","0","0","0","0","0","0","0",NA,1269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbia","SC","Accrediting Commission of Career Schools and Colleges","1",0,1,1,2,5,"12",1711,3605,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rancho Cordova","CA","Accrediting Council for Continuing Education & Training","1",0,1,1,3,8,"13",3231,1078,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chula Vista","CA",NA,"1",0,1,2,3,8,"21",1079,570,"13","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anaheim","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,3,4,3,8,"11",1555,737,"26","11","9","0","0","0","0","0","0","0","0","0",NA,1573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario","CA","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,3,3,3,8,"12",1766,671,"26","11","9","0","0","0","0","0","0","0","0","0",NA,1486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Augusta","GA",NA,"1",0,1,2,3,5,"12",1352,3880,"10","3","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Peoria","IL","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,3,"21",4407,5285,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indianapolis","IN",NA,"1",0,1,2,3,3,"11",3744,4704,"13","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pontiac","MI","Council on Occupational Education","1",0,1,1,3,3,"13",5771,4161,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fayetteville","NC","Accrediting Council for Independent Colleges and Schools","1",0,1,2,3,5,"12",2143,3087,"10","3","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Las Vegas","NV","Accrediting Bureau of Health Education Schools","1",0,1,1,3,8,"11",2543,504,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grove City","OH",NA,"2",0,2,3,3,3,"21",3863,4099,"14","5","6","0","0","0","0","0","0","0","0","0",NA,1627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbus","GA","Accrediting Council for Independent Colleges and Schools","1",0,2,2,3,5,"12",1035,4534,"10","3","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlisle","PA",NA,"2",0,1,2,3,2,"21",4117,2869,"8","2","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grand Prairie","TX",NA,"1",0,1,2,3,6,"21",1130,6341,"10","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach","VA","Southern Association of Colleges and Schools Commission on Colleges","3",0,3,3,3,5,"11",2724,2645,"22","11","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mount Pleasant","WI","Middle States Commission on Higher Education","2",0,2,3,3,3,"21",6015,5068,"26","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbia","SC",NA,"1",0,1,2,3,5,"21",1755,3575,"10","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indianapolis","IN","Accrediting Commission of Career Schools and Colleges","1",0,2,2,3,3,"11",3888,4732,"10","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arlington","TX",NA,"1",0,1,2,3,6,"11",1094,6351,"11","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charlotte","NC",NA,"1",0,1,2,3,5,"11",2181,3536,"13","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memphis","TN","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"11",2146,5327,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentwood","TN","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"21",2437,4825,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson","TN","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"13",2346,5210,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Springfield","PA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"21",3907,2527,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paramus","NJ","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"21",4759,2251,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Speedway","IN","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"21",3819,4739,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morrow","GA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"21",1401,4369,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Little Rock","AR","Middle States Commission on Higher Education","3",0,3,4,3,5,"12",2023,5675,"29","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlanta","GA","Middle States Commission on Higher Education","3",0,3,4,3,5,"21",1587,4349,"29","5","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson","MS","Middle States Commission on Higher Education","3",0,3,4,3,5,"12",976,5402,"29","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greenville","SC","Middle States Commission on Higher Education","3",0,3,4,3,5,"13",2056,3924,"29","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin","TX","Middle States Commission on Higher Education","3",0,3,4,3,6,"11",768,6494,"29","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio","TX","Southern Association of Colleges and Schools Commission on Colleges","3",0,3,3,3,6,"11",558,6586,"22","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memphis","TN","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"11",2140,5334,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charlotte","NC","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"11",2225,3539,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greensboro","NC",NA,"1",0,1,1,3,5,"11",2495,3178,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Winston-Salem","NC","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"12",2554,3413,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"West Palm Beach","FL","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"21",351,3300,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charlotte","NC","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"21",2130,3563,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memphis","TN",NA,"1",0,1,1,3,5,"11",2205,5330,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salt Lake City","UT",NA,"2",0,2,3,3,7,"21",4487,341,"30","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hampton","VA","Middle States Commission on Higher Education","2",0,2,3,3,5,"12",2769,2707,"23","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glen Allen","VA","Southern Association of Colleges and Schools Commission on Colleges","3",0,3,4,3,5,"21",2929,2949,"26","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Beach","VA","Southern Association of Colleges and Schools Commission on Colleges","3",0,3,4,3,5,"11",2715,2644,"20","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","DC","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,4,4,2,2,"11",3381,2837,"26","0","18","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henderson","NV","Western Association of Schools and Colleges Senior Colleges and University Commission","3",0,3,4,2,8,"11",2467,479,"25","11","9","0","0","0","0","0","0","0","0","0","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenosha","WI","Higher Learning Commission","2",0,3,4,2,3,"22",5764,5050,"26","5","6","0","0","0","0","0","0","0","0","0",NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brookfield","WI","Higher Learning Commission","2",0,3,4,2,3,"21",5950,5133,"26","7","6","0","0","0","0","0","0","0","0","0",NA,1566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston","TX","Council on Occupational Education",NA,0,1,2,3,6,"11",648,6070,"10","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brownsville","TX","Council on Occupational Education","1",0,1,1,3,6,"12",254,6445,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harlingen","TX","Council on Occupational Education","1",0,1,1,3,6,"13",294,6476,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","DC","Middle States Commission on Higher Education","3",0,3,4,3,2,"11",3384,2838,"29","5","12","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florence","SC","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"23",1911,3186,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbia","SC","Accrediting Bureau of Health Education Schools","1",0,1,2,3,5,"12",1702,3601,"10","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albuquerque","NM",NA,"3",1,2,3,3,6,"11",2125,206,"14","10","6",NA,NA,NA,NA,NA,"NU",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fenton","MO",NA,"3",1,2,3,3,4,"21",3222,5456,"26","11","6",NA,NA,NA,NA,NA,"NU",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davison","MI","Accrediting Bureau of Health Education Schools","1",0,1,1,3,3,"21",5945,4189,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granger","IN","Accrediting Bureau of Health Education Schools","1",0,1,2,3,3,"13",5217,4713,"10","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niles","OH","Accrediting Bureau of Health Education Schools","1",0,1,1,3,3,"21",4908,3533,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Canton","MI","Accrediting Bureau of Health Education Schools","1",0,1,1,3,3,"21",5590,4187,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston","TX","Accrediting Bureau of Health Education Schools","1",0,1,2,3,6,"11",627,6115,"10","4","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chicago","IL","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,3,"11",5319,4957,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio","TX","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,6,"11",518,6561,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas","TX","Accrediting Commission of Career Schools and Colleges","1",0,1,2,3,6,"11",1229,6268,"10","4","2","0","0","0","0","0","0","0","0","0",NA,728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orlando","FL","Accrediting Commission of Career Schools and Colleges","1",0,1,2,3,5,"11",463,3659,"10","4","1","0","0","0","0","0","0","0","0","0",NA,1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio","TX","Accrediting Commission of Career Schools and Colleges","1",0,1,2,3,6,"11",542,6591,"10","4","2","0","0","0","0","0","0","0","0","0",NA,1269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aurora","CO",NA,"1",0,2,2,3,7,"11",3735,105,"11","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Providence","RI","New England Commission on Higher Education","3",0,3,4,2,1,"12",5286,1747,"29","5","6","0","0","0","0","0","0","0","0","0",NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ft Worth","TX",NA,"1",0,1,2,2,6,"11",1089,6404,"13","4","1","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New York","NY","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"11",4563,2202,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rochester","NY","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,2,"12",6036,2946,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saginaw","MI","Council on Occupational Education","1",0,1,1,3,3,"22",6080,4279,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Quinta","CA","National Accrediting Commission of Career Arts and Sciences","1",1,1,1,3,8,"21",1482,521,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boise","ID","Council on Occupational Education","1",1,1,1,3,7,"12",6103,524,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso","TX","National Accrediting Commission of Career Arts and Sciences","1",1,1,1,3,6,"11",916,191,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
