"CITY","STABBR","ACCREDAGENCY","SCH_DEG","LOCALE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","HCM2","PREDDEG","HIGHDEG","CONTROL","REGION","LATITUDE","LONGITUDE"
"Altus","OK","Higher Learning Commission","2","33","4","2","2","0","0","0","0","0","0","0","0","0",0,2,2,1,6,1991,6620
"Woodward","OK","Oklahoma State Board of Career and Technology Education","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,1,6,2643,6624
"Portland","OR","National Accrediting Commission of Career Arts and Sciences","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,6388,1328
"Pendleton","OR","Northwest Commission on Colleges and Universities","2","41","3","2","2","0","0","0","0","0","1","0","0","0",0,2,2,1,8,6421,948
"Bend","OR","Northwest Commission on Colleges and Universities","2","13","1","2","3","0","0","0","0","0","0","0","0","0",0,2,2,1,8,6187,1080
"Salem","OR","Northwest Commission on Colleges and Universities","2","22","2","2","4","0","0","0","0","0","1","0","0","0",0,2,2,1,8,6323,1367
"Oregon City","OR","Northwest Commission on Colleges and Universities","2","21","3","2","3","0","0","0","0","0","0","0","0","0",0,2,2,1,8,6357,1304
"Astoria","OR","Northwest Commission on Colleges and Universities","1","41","9","2","2","0","0","0","0","0","0","0","0","0",0,1,2,1,8,6442,1394
"Salem","OR","National Accrediting Commission of Career Arts and Sciences","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,6310,1368
"Portland","OR","Accrediting Commission of Career Schools and Colleges","1","11","10","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,8,6394,1318
"Portland","OR","Northwest Commission on Colleges and Universities","3","11","17","13","13","0","0","0","0","0","0","0","0","0",0,3,4,2,8,6406,1314
"Portland","OR","Accrediting Bureau of Health Education Schools","1","21","10","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,8,6362,1343
"Portland","OR","Commission on Massage Therapy Accreditation","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,6395,1322
"La Grande","OR","Northwest Commission on Colleges and Universities","3","33","19","7","9","0","0","0","0","0","0","0","0","0",0,3,4,1,8,6355,789
"Eugene","OR","Association for Bibical Higher Educaiton","3","12","24","7","7","0","0","0","0","0","0","0","0","0",0,3,3,2,8,6175,1379
"Newberg","OR","Northwest Commission on Colleges and Universities","3","31","17","13","13","0","0","0","0","0","0","0","0","0",0,3,4,2,8,6354,1364
"Grants Pass","OR","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,5676,1386
"Eugene","OR","Northwest Commission on Colleges and Universities","2","41","1","2","3","0","0","0","0","0","0","0","0","0",0,2,2,1,8,6163,1372
"Portland","OR","Northwest Commission on Colleges and Universities","3","11","21","14","14","0","0","0","0","0","0","0","0","0",0,3,4,2,8,6370,1323
"McMinnville","OR","Northwest Commission on Colleges and Universities","3","32","21","12","11","0","0","0","0","0","0","0","0","0",0,3,3,2,8,6350,1381
"Albany","OR","Northwest Commission on Colleges and Universities","2","13","5","2","3","0","0","0","0","0","0","0","0","0",0,2,2,1,8,6249,1378
"Medford","OR","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,5624,1356
"Happy Valley","OR","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,6367,1307
"Saint Benedict","OR","Northwest Commission on Colleges and Universities","3","31","24","13","8","0","0","0","0","0","0","0","1","0",0,3,4,2,8,6338,1351
"Gresham","OR","Northwest Commission on Colleges and Universities","2","21","2","1","3","0","0","0","0","0","0","0","0","0",0,2,2,1,8,6384,1257
"Portland","OR","Northwest Commission on Colleges and Universities","3","11","24","13","8","0","0","0","0","0","0","0","0","0",0,3,4,2,8,6393,1306
"Portland","OR","Northwest Commission on Colleges and Universities","3","11","26","11","6","0","0","0","0","0","0","0","0","0",0,4,4,2,8,6378,1326
"Eugene","OR","Northwest Commission on Colleges and Universities","3","12","19","7","7","0","0","0","0","0","0","0","0","0",0,3,4,2,8,6180,1376
"Portland","OR","Northwest Commission on Colleges and Universities","3","11","25","5","9","0","0","0","0","0","0","0","0","0",0,3,4,1,8,6377,1333
"Klamath Falls","OR","Northwest Commission on Colleges and Universities","3","33","22","9","12","0","0","0","0","0","0","0","0","0",0,3,4,1,8,5537,1115
"Corvallis","OR","Northwest Commission on Colleges and Universities","3","13","15","9","15","0","0","0","0","0","0","0","0","0",0,3,4,1,8,6247,1385
"Eugene","OR","Northwest Commission on Colleges and Universities","3","12","15","15","16","0","0","0","0","0","0","0","0","0",0,3,4,1,8,6178,1375
"Portland","OR","Northwest Commission on Colleges and Universities","3","11","30","11","7","0","0","0","0","0","0","0","0","0",0,3,4,2,8,6392,1329
"Forest Grove","OR","Northwest Commission on Colleges and Universities","3","21","17","15","14","0","0","0","0","1","0","0","0","0",0,3,4,2,8,6386,1377
"Corvallis","OR","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,6246,1387
"Bend","OR","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,6182,1060
"Salem","OR","National Accrediting Commission of Career Arts and Sciences","1","22","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,6302,1369
"Happy Valley","OR","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,6365,1305
"Tigard","OR","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,6364,1348
"Portland","OR","Northwest Commission on Colleges and Universities","2","11","2","2","5","0","0","0","0","0","0","0","0","0",0,2,2,1,8,6366,1341
"Portland","OR","Northwest Commission on Colleges and Universities","3","11","16","9","15","0","0","0","0","1","0","0","0","0",0,3,4,1,8,6382,1334
"Portland","OR","Northwest Commission on Colleges and Universities","3","11","19","14","14","0","0","0","0","0","0","0","0","0",0,3,4,2,8,6407,1339
"Portland","OR","Northwest Commission on Colleges and Universities","3","11","21","14","11","0","0","0","0","0","0","0","0","0",0,3,4,2,8,6373,1312
"Grants Pass","OR","Northwest Commission on Colleges and Universities","1","41","2","1","3","0","0","0","0","0","0","0","0","0",0,1,2,1,8,5664,1390
"Beaverton","OR","Accrediting Council for Independent Colleges and Schools","1","21","14","7","6","0","0","0","0","0","0","0","0","0",0,1,3,3,8,6356,1349
"Ashland","OR","Northwest Commission on Colleges and Universities","3","22","18","11","13","0","0","0","0","0","0","0","0","0",0,3,4,1,8,5499,1336
"Coos Bay","OR","Northwest Commission on Colleges and Universities","2","33","4","2","2","0","0","0","0","0","0","0","0","0",0,2,2,1,8,6070,1400
"Ontario","OR","Northwest Commission on Colleges and Universities","2","32","2","2","2","0","0","0","0","0","1","0","0","0",0,2,2,1,8,6167,545
"Roseburg","OR","Northwest Commission on Colleges and Universities","2","41","6","2","2","0","0","0","0","0","0","0","0","0",0,2,2,1,8,6060,1388
"Portland","OR","Northwest Commission on Colleges and Universities","3","11","22","11","8","0","0","0","0","0","1","0","0","0",0,3,4,2,8,6380,1308
"Salem","OR","Northwest Commission on Colleges and Universities","3","12","22","13","11","0","0","0","0","0","0","0","0","0",0,3,4,2,8,6291,1363
"Klamath Falls","OR","National Accrediting Commission of Career Arts and Sciences","1","33","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,8,5511,1111
"Portland","OR","Northwest Commission on Colleges and Universities","3","11","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,8,6383,1310
"Salem","OR","Northwest Commission on Colleges and Universities","3","12","21","10","11","0","0","0","0","0","0","0","0","0",0,3,4,2,8,6300,1371
"Monmouth","OR","Northwest Commission on Colleges and Universities","3","31","18","11","13","0","0","0","0","0","0","0","0","0",0,3,4,1,8,6284,1384
"Portland","OR","Northwest Commission on Colleges and Universities","3","11","26","5","6","0","0","0","0","0","0","0","0","0",0,3,4,2,8,6400,1298
"Hazleton","PA","National Accrediting Commission of Career Arts and Sciences","1","23","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4785,2629
"Bryn Athyn","PA","Middle States Commission on Higher Education","3","21","21","11","8","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4089,2440
"Philadelphia","PA","National Association of Schools of Music","3","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,4,4,2,2,3922,2481
"Reading","PA","Middle States Commission on Higher Education","3","13","21","14","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4201,2613
"Pittsburgh","PA","Middle States Commission on Higher Education","2","11","5","1","4","0","0","0","0","0","0","0","0","0",0,2,2,1,2,4247,3259
"Meadville","PA","Middle States Commission on Higher Education","3","32","21","14","11","0","0","0","0","0","0","0","0","0",0,3,3,2,2,5163,3327
"Allentown","PA","National Accrediting Commission of Career Arts and Sciences","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4382,2545
"Center Valley","PA","Middle States Commission on Higher Education","3","21","18","8","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4304,2534
"Altoona","PA","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4280,3013
"Reading","PA","Middle States Commission on Higher Education","3","13","19","6","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4184,2620
"Ambler","PA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4098,2497
"Exton","PA","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4019,2581
"South Abington Township","PA","Middle States Commission on Higher Education","3","21","24","9","7","0","0","0","0","0","0","0","0","0",0,3,4,2,2,5073,2594
"Monaca","PA","Middle States Commission on Higher Education","2","21","8","1","2","0","0","0","0","0","0","0","0","0",0,2,2,1,2,4416,3427
"Glenside","PA","Middle States Commission on Higher Education","3","21","18","12","14","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4061,2469
"Bloomsburg","PA","Middle States Commission on Higher Education","3","13","18","12","13","0","0","0","0","0","0","0","0","0",0,3,4,1,2,4792,2712
"Bryn Mawr","PA","Middle States Commission on Higher Education","3","21","21","14","11","0","0","0","0","0","0","0","0","1",0,3,4,2,2,3991,2519
"Lewisburg","PA","Middle States Commission on Higher Education","3","32","21","14","14","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4776,2800
"Newtown","PA","Middle States Commission on Higher Education","2","41","2","1","3","0","0","0","0","0","0","0","0","0",0,2,2,1,2,4139,2412
"Feasterville","PA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4107,2425
"Butler","PA","National Accrediting Commission of Career Arts and Sciences","1","31","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4704,3206
"Butler","PA","Middle States Commission on Higher Education","2","31","4","2","3","0","0","0","0","0","0","0","0","0",0,2,2,1,2,4685,3209
"Radnor","PA","Middle States Commission on Higher Education","3","21","18","12","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4016,2533
"California","PA","Middle States Commission on Higher Education","3","23","18","11","13","0","0","0","0","0","0","0","0","0",0,3,4,1,2,4028,3203
"Pittsburgh","PA","Middle States Commission on Higher Education","3","11","18","7","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4232,3237
"Pittsburgh","PA","Middle States Commission on Higher Education","3","11","15","14","17","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4235,3222
"Allentown","PA","Middle States Commission on Higher Education","3","12","20","7","10","0","0","0","0","0","0","0","0","1",0,3,4,2,2,4334,2557
"Summerdale","PA","Middle States Commission on Higher Education","3","21","22","5","6","0","0","0","0","0","0","0","0","0",0,3,4,3,2,4181,2807
"Pittsburgh","PA","Middle States Commission on Higher Education","3","11","17","15","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4245,3212
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","19","13","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4054,2499
"Cheyney","PA","Middle States Commission on Higher Education","3","21","21","11","8","1","0","0","0","0","0","0","0","0",1,3,4,1,2,3899,2561
"New Kensington","PA","Accreditation Commission for Education in Nursing","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,2,4319,3179
"Clarion","PA","Middle States Commission on Higher Education","3","33","18","11","13","0","0","0","0","0","0","0","0","0",0,3,4,1,2,4906,3147
"Johnstown","PA","Accreditation Commission for Education in Nursing","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4182,3096
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","30","14","8","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3926,2479
"Media","PA","Middle States Commission on Higher Education","2","21","4","1","4","0","0","0","0","0","0","0","0","0",0,2,2,1,2,3956,2541
"Doylestown","PA","Middle States Commission on Higher Education","3","21","20","13","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4176,2465
"Carlisle","PA","Middle States Commission on Higher Education","3","13","21","14","11","0","0","0","0","0","0","0","0","0",0,3,3,2,2,4124,2874
"Monessen","PA","Accrediting Commission of Career Schools and Colleges","1","23","12","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,2,4104,3205
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","15","15","16","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3940,2487
"Pittsburgh","PA","Middle States Commission on Higher Education","3","11","16","14","14","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4229,3246
"East Stroudsburg","PA","Middle States Commission on Higher Education","3","13","18","11","14","0","0","0","0","0","0","0","0","0",0,3,4,1,2,4790,2482
"Saint Davids","PA","Middle States Commission on Higher Education","3","21","18","9","10","0","0","0","0","0","1","0","0","0",0,3,4,2,2,4012,2532
"Edinboro","PA","Middle States Commission on Higher Education","3","31","18","11","14","0","0","0","0","0","0","0","0","0",0,3,4,1,2,5311,3306
"Elizabethtown","PA","Middle States Commission on Higher Education","3","21","21","14","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4096,2738
"Pottsville","PA","National Accrediting Commission of Career Arts and Sciences","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4472,2661
"Whitehall","PA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4388,2554
"Moosic","PA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4998,2597
"Erie","PA","Accrediting Commission of Career Schools and Colleges","1","22","11","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,2,5445,3295
"Myerstown","PA","Middle States Commission on Higher Education","3","23","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,2,4205,2695
"Baltimore","MD","Transnational Association of Christian Colleges and Schools","3","11","24","5","6","0","1","0","0","0","0","0","0","0",1,3,4,2,2,3615,2742
"Trevose","PA","Accreditation Commission for Education in Nursing","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,2,4084,2416
"Lancaster","PA","Middle States Commission on Higher Education","3","13","21","14","11","0","0","0","0","0","0","0","0","0",0,3,3,2,2,4010,2700
"Erie","PA","Middle States Commission on Higher Education","3","13","17","12","14","0","0","0","0","0","0","0","0","0",0,3,4,2,2,5481,3290
"Beaver Falls","PA","Middle States Commission on Higher Education","3","21","19","12","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4618,3442
"Gettysburg","PA","Middle States Commission on Higher Education","3","13","21","14","11","0","0","0","0","0","0","0","0","0",0,3,3,2,2,3838,2881
"Melrose Park","PA","Middle States Commission on Higher Education","3","21","24","11","6","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4032,2454
"Gwynedd Valley","PA","Middle States Commission on Higher Education","3","21","19","11","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4125,2501
"Bryn Mawr","PA","Middle States Commission on Higher Education","2","21","7","3","2","0","0","0","0","0","0","0","0","0",0,2,2,2,2,3988,2520
"Harrisburg","PA","Middle States Commission on Higher Education","2","13","4","1","4","0","0","0","0","0","0","0","0","0",0,2,2,1,2,4175,2802
"Haverford","PA","Middle States Commission on Higher Education","3","21","21","14","11","0","0","0","0","0","0","0","0","0",0,3,3,2,2,3979,2518
"Johnstown","PA","Accrediting Commission of Career Schools and Colleges","1","23","9","4","1","0","0","0","0","0","0","0","0","0",0,1,2,2,2,4179,3105
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","18","11","9","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4022,2417
"Philadelphia","PA","Accrediting Commission of Career Schools and Colleges","3","11","30","12","6","0","0","0","0","0","0","0","0","0",0,3,3,3,2,3953,2470
"Immaculata","PA","Middle States Commission on Higher Education","3","21","17","7","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3992,2570
"Indiana","PA","Middle States Commission on Higher Education","3","32","17","10","16","0","0","0","0","0","0","0","0","0",0,3,4,1,2,4371,3129
"New Castle","PA","Accreditation Commission for Education in Nursing","1","31","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,2,4794,3464
"Erie","PA","Accrediting Commission of Career Schools and Colleges","1","22","10","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,2,5450,3292
"Wilkes Barre","PA","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4927,2608
"Scranton","PA","Accrediting Commission of Career Schools and Colleges","2","13","7","3","1","0","0","0","0","0","0","0","0","0",0,2,2,2,2,5042,2580
"Huntingdon","PA","Middle States Commission on Higher Education","3","32","21","12","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4277,3001
"La Plume","PA","Middle States Commission on Higher Education","3","21","22","11","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,5117,2603
"Wilkes-Barre","PA","Middle States Commission on Higher Education","3","13","19","12","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4931,2609
"Kutztown","PA","Middle States Commission on Higher Education","3","31","18","13","14","0","0","0","0","0","0","0","0","0",0,3,4,1,2,4290,2604
"Pittsburgh","PA","Middle States Commission on Higher Education","3","21","20","11","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4324,3256
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","18","12","13","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4002,2460
"Scranton","PA","Middle States Commission on Higher Education","2","13","14","7","9","0","0","0","0","0","0","0","0","0",0,2,2,2,2,5019,2587
"Easton","PA","Middle States Commission on Higher Education","3","21","21","14","11","0","0","0","0","0","0","0","0","0",0,3,3,2,2,4458,2493
"Lancaster","PA","Middle States Commission on Higher Education","3","21","20","5","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4041,2691
"Lancaster","PA","Commission on Accrediting of the Association of Theological Schools","3","13","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,2,4009,2699
"Lancaster","PA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4005,2689
"North Wales","PA","Accrediting Commission of Career Schools and Colleges","2","21","7","2","1","0","0","0","0","0","0","0","0","0",0,2,2,3,2,4134,2512
"Lansdale","PA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4142,2513
"Annville","PA","Middle States Commission on Higher Education","3","23","20","14","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4189,2727
"Schnecksville","PA","Middle States Commission on Higher Education","2","21","5","1","3","0","0","0","0","0","0","0","0","0",0,2,2,1,2,4418,2575
"Bethlehem","PA","Middle States Commission on Higher Education","3","13","16","14","13","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4355,2536
"Levittown","PA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4112,2403
"Lincoln University","PA","Middle States Commission on Higher Education","3","21","19","10","11","1","0","0","0","0","0","0","0","0",0,3,4,1,2,3825,2614
"Lock Haven","PA","Middle States Commission on Higher Education","3","32","19","10","13","0","0","0","0","0","0","0","0","0",0,3,4,1,2,4878,2919
"Pittsburgh","PA","Accreditation Commission for Education in Nursing","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,2,4274,3200
"Gettysburg","PA","Commission on Accrediting of the Association of Theological Schools","3","13","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,2,3835,2885
"Nanticoke","PA","Middle States Commission on Higher Education","2","21","7","2","3","0","0","0","0","0","0","0","0","0",0,2,2,1,2,4901,2632
"Williamsport","PA","Middle States Commission on Higher Education","3","13","21","12","11","0","0","0","0","0","0","0","0","0",0,3,3,2,2,4929,2824
"Jenkintown","PA","Middle States Commission on Higher Education","2","21","4","3","1","0","0","0","0","0","0","0","0","0",0,2,2,2,2,4055,2446
"Mansfield","PA","Middle States Commission on Higher Education","3","32","21","10","11","0","0","0","0","0","0","0","0","0",0,3,4,1,2,5279,2853
"Scranton","PA","Middle States Commission on Higher Education","3","13","18","10","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,5033,2578
"Pittsburgh","PA","Accrediting Commission of Career Schools and Colleges","2","11","10","4","1","0","0","0","0","0","0","0","0","0",0,2,2,3,2,4236,3251
"Philadelphia","PA","Accreditation Commission for Education in Nursing","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,3993,2494
"Erie","PA","Middle States Commission on Higher Education","3","13","19","12","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,5471,3276
"Mechanicsburg","PA","Middle States Commission on Higher Education","3","21","19","14","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4100,2815
"Philadelphia","PA","Accrediting Commission of Career Schools and Colleges","1","11","11","3","1","0","0","0","0","0","0","0","0","0",0,1,2,2,2,3985,2455
"Millersville","PA","Middle States Commission on Higher Education","3","21","18","13","13","0","0","0","0","0","0","0","0","0",0,3,4,1,2,3975,2705
"Dallas","PA","Middle States Commission on Higher Education","3","21","17","9","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4987,2627
"Blue Bell","PA","Middle States Commission on Higher Education","2","21","5","1","4","0","0","0","0","0","0","0","0","0",0,2,2,1,2,4111,2510
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","30","15","8","0","0","0","0","0","0","0","0","1",0,3,4,2,2,3945,2480
"Bethlehem","PA","Middle States Commission on Higher Education","3","13","21","13","11","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4389,2539
"Cresson","PA","Middle States Commission on Higher Education","3","31","22","11","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4253,3032
"Allentown","PA","Middle States Commission on Higher Education","3","12","21","14","11","0","0","0","0","0","0","0","0","0",0,3,3,2,2,4341,2556
"Aston","PA","Middle States Commission on Higher Education","3","21","18","7","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3861,2547
"New Castle","PA","Accrediting Commission of Career Schools and Colleges","2","41","7","4","2","0","0","0","0","0","0","0","0","0",0,2,2,3,2,4809,3483
"Bethlehem","PA","Middle States Commission on Higher Education","2","21","4","2","4","0","0","0","0","0","0","0","0","0",0,2,2,1,2,4427,2521
"McKees Rocks","PA","Accreditation Commission for Education in Nursing","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,2,4266,3291
"Philadelphia","PA","Accrediting Commission of Career Schools and Colleges","1","11","13","3","1","0","0","0","0","0","0","0","0","0",0,1,2,2,2,4058,2428
"Elkins Park","PA","Middle States Commission on Higher Education","3","21","26","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,2,4053,2453
"Media","PA","Middle States Commission on Higher Education","1","21","10","2","1","0","0","0","0","0","0","0","0","0",0,1,2,2,2,3881,2540
"University Park","PA","Middle States Commission on Higher Education","3","13","15","14","16","0","0","0","0","0","0","0","0","0",0,3,4,1,2,4645,2981
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","22","5","6","0","1","0","0","0","0","0","0","0",0,3,4,2,2,3916,2473
"Washington","PA","Accrediting Commission of Career Schools and Colleges","1","21","7","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,2,4113,3381
"Bristol","PA","Accrediting Commission of Career Schools and Colleges","1","21","11","2","1","0","0","0","0","0","0","0","0","0",0,1,2,3,2,4065,2405
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","30","11","7","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3942,2468
"Pittsburgh","PA","Accrediting Commission of Career Schools and Colleges","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4275,3282
"King of Prussia","PA","Commission on Massage Therapy Accreditation","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4046,2535
"Lancaster","PA","National Association of Schools of Arts and Design","3","13","30","14","6","0","0","0","0","0","0","0","0","0",0,3,3,2,2,4006,2698
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","15","14","17","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3931,2489
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","30","12","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3917,2472
"Langhorne","PA","Middle States Commission on Higher Education","3","21","20","11","8","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4106,2407
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","25","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,2,3977,2495
"Philadelphia","PA","Middle States Commission on Higher Education","3","11","26","14","10","0","0","0","0","0","0","0","0","0",0,3,4,2,2,3920,2490
"Philadelphia","PA","Middle States Commission on Higher Education","2","11","1","1","4","0","1","0","0","0","0","0","0","0",0,2,2,1,2,3952,2471
"Pittsburgh","PA","Middle States Commission on Higher Education","3","11","15","14","16","0","0","0","0","0","0","0","0","0",0,3,4,1,2,4238,3229
"Beaver Falls","PA","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4568,3440
"West Mifflin","PA","Accrediting Commission of Career Schools and Colleges","1","21","11","4","1","0","0","0","0","0","0","0","0","0",0,1,2,2,2,4197,3213
"Pittsburgh","PA","American Board of Funeral Service Education Committee on Accreditation","2","11","12","2","1","0","0","0","0","0","0","0","0","0",0,2,2,2,2,4252,3215
"Oakdale","PA","Middle States Commission on Higher Education","2","41","14","11","10","0","0","0","0","0","0","0","0","0",0,2,2,2,2,4219,3344
"Pittsburgh","PA","Commission on Accrediting of the Association of Theological Schools","3","11","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,2,4261,3211
"Pittsburgh","PA","Middle States Commission on Higher Education","3","11","18","13","13","0","0","0","0","0","0","0","0","0",0,3,4,2,2,4231,3252
"Altoona","PA","National Accrediting Commission of Career Arts and Sciences","1","23","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,2,4263,3017
"Reading","PA","Middle States Commission on Higher Education","2","13","5","1","3","0","0","0","0","0","1","0","0","0",0,2,2,1,2,4190,2619
"Reading","PA","Accreditation Commission for Education in Nursing","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,2,4188,2621
